Component_ID,Lot_ID,Value_0h,Value_24h,Value_96h,Value_168h,Limit,Drift_0_24_per_h,Drift_24_96_per_h,Drift_96_168_per_h,Failure_Flag_168h,Failure_Time_h,RUL_at_168h,Risk
C-101969,L-106,18.794,18.868,23.09,27.672,50.0,0.00307,0.05864,0.06363,0,360,192,Normal
C-101970,L-119,19.21,19.937,26.506,37.148,50.0,0.03029,0.09123,0.1478,0,240,72,Warning
C-101971,L-116,20.568,20.665,25.197,32.427,50.0,0.00404,0.06295,0.10042,0,312,144,Normal
C-101972,L-115,18.267,18.746,21.557,24.717,50.0,0.02,0.03904,0.04389,0,480,312,Normal
C-101973,L-103,17.034,17.396,20.597,24.954,50.0,0.01508,0.04446,0.06053,0,432,264,Normal
C-101974,L-119,21.763,22.003,25.65,32.228,50.0,0.00999,0.05066,0.09135,0,336,168,Normal
C-101975,L-119,21.028,22.192,28.395,39.015,50.0,0.04849,0.08615,0.1475,0,240,72,Warning
C-101976,L-108,20.589,21.609,27.311,37.477,50.0,0.04249,0.0792,0.14119,0,240,72,Warning
C-101977,L-119,18.867,19.935,23.443,29.469,50.0,0.04453,0.04872,0.08369,0,360,192,Normal
C-101978,L-105,20.355,21.11,26.859,35.952,50.0,0.03147,0.07985,0.12629,0,288,120,Normal
C-101979,L-113,20.551,21.637,24.132,28.661,50.0,0.04524,0.03466,0.0629,0,432,264,Normal
C-101980,L-111,18.76,19.134,23.705,30.251,50.0,0.01557,0.06348,0.09093,0,360,192,Normal
C-101981,L-107,18.432,18.546,22.489,28.365,50.0,0.00476,0.05476,0.08161,0,336,168,Normal
C-101982,L-105,16.96,17.662,18.874,22.278,50.0,0.02927,0.01683,0.04727,0,504,336,Normal
C-101983,L-119,19.402,20.063,22.293,25.899,50.0,0.02755,0.03097,0.05008,0,480,312,Normal
C-101984,L-117,20.721,20.732,25.709,32.488,50.0,0.00043,0.06913,0.09415,0,312,144,Normal
C-101985,L-116,18.807,19.158,22.713,27.83,50.0,0.01465,0.04937,0.07107,0,384,216,Normal
C-101986,L-108,19.537,19.971,21.414,24.431,50.0,0.01807,0.02004,0.0419,0,504,336,Normal
C-101987,L-115,19.194,19.05,21.322,24.341,50.0,-0.00602,0.03155,0.04193,0,504,336,Normal
C-101988,L-120,17.587,18.2,21.102,26.186,50.0,0.02551,0.04031,0.07061,0,384,216,Normal
C-101989,L-103,19.342,20.029,25.943,35.339,50.0,0.02864,0.08213,0.1305,0,264,96,Warning
C-101990,L-116,18.454,19.223,23.127,28.823,50.0,0.03203,0.05422,0.0791,0,360,192,Normal
C-101991,L-113,20.362,20.98,26.297,34.111,50.0,0.02577,0.07385,0.10852,0,264,96,Warning
C-101992,L-110,20.765,21.494,24.234,28.979,50.0,0.0304,0.03805,0.06591,0,432,264,Normal
C-101993,L-117,22.953,23.757,29.328,39.692,50.0,0.03353,0.07737,0.14394,0,240,72,Warning
C-101994,L-113,21.323,22.083,27.348,35.605,50.0,0.03167,0.07312,0.11469,0,264,96,Warning
C-101995,L-105,19.09,18.941,23.457,29.332,50.0,-0.00622,0.06274,0.08159,0,384,216,Normal
C-101996,L-114,18.371,18.707,24.5,33.125,50.0,0.01402,0.08046,0.11978,0,264,96,Warning
C-101997,L-106,19.21,20.154,26.708,37.129,50.0,0.03933,0.09102,0.14474,0,264,96,Warning
C-101998,L-108,23.976,24.365,29.869,36.407,50.0,0.01618,0.07644,0.09081,0,312,144,Normal
C-101999,L-109,21.668,22.373,28.215,36.799,50.0,0.02937,0.08114,0.11922,0,288,120,Normal
C-102000,L-111,19.738,19.897,23.824,29.24,50.0,0.00663,0.05454,0.07523,0,384,216,Normal
C-102001,L-117,18.747,19.785,26.987,37.793,50.0,0.04323,0.10003,0.15009,0,240,72,Warning
C-102002,L-106,17.545,17.739,20.479,24.662,50.0,0.00808,0.03806,0.0581,0,432,264,Normal
C-102003,L-102,19.509,20.819,25.456,33.422,50.0,0.05461,0.0644,0.11064,0,288,120,Normal
C-102004,L-114,19.356,18.977,21.851,24.907,50.0,-0.01577,0.03991,0.04245,0,504,336,Normal
C-102005,L-115,21.035,21.137,23.594,27.407,50.0,0.00425,0.03413,0.05295,0,456,288,Normal
C-102006,L-103,19.655,19.846,23.565,29.023,50.0,0.00798,0.05165,0.07581,0,360,192,Normal
C-102007,L-112,18.592,18.281,21.555,25.422,50.0,-0.01296,0.04547,0.05371,0,456,288,Normal
C-102008,L-110,19.409,19.16,22.903,28.373,50.0,-0.01038,0.05198,0.07598,0,384,216,Normal
C-102009,L-115,20.179,21.251,27.156,37.272,50.0,0.04467,0.08201,0.1405,0,240,72,Warning
C-102010,L-102,20.493,20.927,24.54,30.269,50.0,0.01808,0.05017,0.07957,0,336,168,Normal
C-102011,L-104,21.072,21.418,26.124,33.755,50.0,0.01443,0.06536,0.10598,0,312,144,Normal
C-102012,L-103,16.018,17.137,21.652,28.784,50.0,0.0466,0.06272,0.09905,0,288,120,Normal
C-102013,L-120,22.425,23.023,27.018,33.867,50.0,0.0249,0.05549,0.09512,0,312,144,Normal
C-102014,L-114,19.402,20.301,24.599,31.183,50.0,0.03746,0.0597,0.09145,0,336,168,Normal
C-102015,L-104,21.922,21.894,27.723,35.117,50.0,-0.00116,0.08097,0.10269,0,288,120,Normal
C-102016,L-101,19.033,17.927,21.488,24.945,50.0,-0.04611,0.04946,0.04802,0,456,288,Normal
C-102017,L-117,19.971,20.291,24.446,31.712,50.0,0.01332,0.05771,0.10093,0,312,144,Normal
C-102018,L-110,20.621,21.548,25.095,32.586,50.0,0.0386,0.04927,0.10404,0,312,144,Normal
C-102019,L-101,18.756,19.707,24.563,32.407,50.0,0.03964,0.06745,0.10894,0,288,120,Normal
C-102020,L-114,20.337,21.043,24.929,31.981,50.0,0.02942,0.05397,0.09794,0,312,144,Normal
C-102021,L-115,20.43,20.884,24.379,29.275,50.0,0.01893,0.04854,0.068,0,360,192,Normal
C-102022,L-109,20.489,20.638,23.921,27.709,50.0,0.00621,0.0456,0.0526,0,408,240,Normal
C-102023,L-107,24.589,25.035,28.648,34.119,50.0,0.01856,0.05018,0.07599,0,360,192,Normal
C-102024,L-104,18.615,20.129,25.395,33.65,50.0,0.06307,0.07314,0.11466,0,288,120,Normal
C-102025,L-108,16.129,16.624,20.367,25.658,50.0,0.02064,0.05199,0.07348,0,360,192,Normal
C-102026,L-116,18.814,19.076,23.352,29.883,50.0,0.0109,0.05939,0.0907,0,312,144,Normal
C-102027,L-118,19.58,20.672,25.354,33.954,50.0,0.04553,0.06502,0.11944,0,264,96,Warning
C-102028,L-105,19.431,19.599,21.379,26.448,50.0,0.00701,0.02472,0.0704,0,432,264,Normal
C-102029,L-108,18.55,18.986,20.804,24.193,50.0,0.01817,0.02524,0.04707,0,480,312,Normal
C-102030,L-110,19.997,20.918,25.227,32.431,50.0,0.03839,0.05985,0.10005,0,288,120,Normal
C-102031,L-111,18.11,18.937,21.755,25.865,50.0,0.0345,0.03914,0.05709,0,432,264,Normal
C-102032,L-108,19.466,19.825,22.732,27.398,50.0,0.01499,0.04037,0.06481,0,384,216,Normal
C-102033,L-113,16.88,17.159,19.816,25.166,50.0,0.01161,0.0369,0.07431,0,408,240,Normal
C-102034,L-114,18.6,18.864,23.314,30.532,50.0,0.01099,0.06181,0.10025,0,288,120,Normal
C-102035,L-101,20.502,21.934,26.019,33.16,50.0,0.05966,0.05674,0.09918,0,312,144,Normal
C-102036,L-101,18.404,18.377,21.525,26.492,50.0,-0.00114,0.04373,0.06899,0,408,240,Normal
C-102037,L-114,15.099,15.59,18.438,22.602,50.0,0.02047,0.03956,0.05783,0,408,240,Normal
C-102038,L-117,19.766,19.684,23.878,28.771,50.0,-0.00341,0.05826,0.06795,0,336,168,Normal
C-102039,L-119,18.211,19.061,22.825,28.091,50.0,0.03541,0.05229,0.07314,0,360,192,Normal
C-102040,L-111,21.992,23.285,29.115,38.403,50.0,0.0539,0.08097,0.129,0,264,96,Warning
C-102041,L-109,20.123,20.516,23.983,29.705,50.0,0.01635,0.04816,0.07947,0,384,216,Normal
C-102042,L-104,19.225,20.197,27.12,37.16,50.0,0.0405,0.09615,0.13944,0,240,72,Warning
C-102043,L-117,19.535,19.766,24.176,32.052,50.0,0.00963,0.06125,0.10939,0,312,144,Normal
C-102044,L-103,18.056,19.842,26.659,36.886,50.0,0.07442,0.09467,0.14204,0,240,72,Warning
C-102045,L-105,18.417,18.791,22.027,27.168,50.0,0.01558,0.04494,0.0714,0,384,216,Normal
C-102046,L-110,18.644,18.625,22.865,28.88,50.0,-0.00079,0.0589,0.08354,0,312,144,Normal
C-102047,L-111,20.264,20.598,24.514,30.042,50.0,0.0139,0.05439,0.07678,0,360,192,Normal
C-102048,L-112,20.011,20.669,24.109,30.835,50.0,0.02744,0.04777,0.09342,0,312,144,Normal
C-102049,L-105,19.54,20.773,26.996,38.673,50.0,0.05134,0.08644,0.16217,0,240,72,Warning
C-102050,L-105,18.398,18.278,20.686,25.643,50.0,-0.00498,0.03344,0.06885,0,408,240,Normal
C-102051,L-105,19.276,19.819,23.916,29.253,50.0,0.02262,0.0569,0.07412,0,360,192,Normal
C-102052,L-107,20.263,21.163,24.615,28.793,50.0,0.0375,0.04795,0.05803,0,408,240,Normal
C-102053,L-113,18.456,17.989,22.506,29.188,50.0,-0.01945,0.06274,0.0928,0,336,168,Normal
C-102054,L-105,21.165,22.388,26.504,33.067,50.0,0.05097,0.05716,0.09116,0,312,144,Normal
C-102055,L-101,19.653,19.848,25.773,32.949,50.0,0.0081,0.0823,0.09967,0,288,120,Normal
C-102056,L-113,18.859,19.121,23.173,30.973,50.0,0.01088,0.05628,0.10834,0,312,144,Normal
C-102057,L-120,18.103,18.126,20.892,24.808,50.0,0.00094,0.03842,0.05439,0,480,312,Normal
C-102058,L-115,19.407,18.719,21.644,24.73,50.0,-0.02864,0.04062,0.04285,0,480,312,Normal
C-102059,L-115,19.938,20.159,23.33,28.198,50.0,0.0092,0.04404,0.06762,0,432,264,Normal
C-102060,L-108,19.038,19.894,25.549,33.739,50.0,0.03564,0.07854,0.11376,0,288,120,Normal
C-102061,L-106,21.428,22.256,24.009,27.888,50.0,0.03452,0.02434,0.05387,0,480,312,Normal
C-102062,L-114,19.57,20.249,23.837,29.051,50.0,0.0283,0.04982,0.07242,0,384,216,Normal
C-102063,L-113,16.654,16.912,21.027,27.726,50.0,0.01075,0.05715,0.09305,0,336,168,Normal
C-102064,L-116,19.841,20.131,24.453,30.216,50.0,0.01206,0.06003,0.08004,0,336,168,Normal
C-102065,L-102,21.154,21.637,26.007,33.972,50.0,0.02012,0.06069,0.11063,0,312,144,Normal
C-102066,L-105,18.855,19.933,22.842,27.324,50.0,0.04493,0.04041,0.06224,0,408,240,Normal
C-102067,L-114,19.779,19.809,22.892,25.652,50.0,0.00126,0.04282,0.03834,0,504,336,Normal
C-102068,L-119,21.646,21.827,24.722,29.344,50.0,0.00752,0.0402,0.0642,0,408,240,Normal
C-102069,L-117,22.178,22.935,24.288,27.449,50.0,0.03156,0.01878,0.0439,0,504,336,Normal
C-102070,L-115,19.733,20.526,27.261,37.697,50.0,0.03306,0.09354,0.14495,0,240,72,Warning
C-102071,L-117,21.333,21.781,24.372,28.964,50.0,0.01869,0.03598,0.06378,0,408,240,Normal
C-102072,L-119,21.104,22.066,28.04,38.619,50.0,0.04009,0.08297,0.14693,0,240,72,Warning
C-102073,L-103,18.937,19.738,24.816,33.405,50.0,0.03338,0.07052,0.11929,0,264,96,Warning
C-102074,L-116,17.466,18.497,20.898,25.355,50.0,0.04294,0.03335,0.0619,0,432,264,Normal
C-102075,L-103,21.127,22.149,28.469,38.912,50.0,0.04261,0.08778,0.14503,0,240,72,Warning
C-102076,L-109,19.458,20.245,24.718,30.838,50.0,0.03277,0.06213,0.085,0,312,144,Normal
C-102077,L-114,18.475,18.104,20.858,24.426,50.0,-0.01545,0.03824,0.04956,0,504,336,Normal
C-102078,L-107,20.827,21.79,26.931,35.699,50.0,0.04015,0.0714,0.12178,0,264,96,Warning
C-102079,L-106,18.382,19.82,22.843,28.285,50.0,0.05994,0.04198,0.07559,0,384,216,Normal
C-102080,L-105,19.842,21.306,27.259,36.148,50.0,0.061,0.08268,0.12346,0,264,96,Warning
C-102081,L-119,20.263,19.911,23.314,27.228,50.0,-0.01468,0.04727,0.05436,0,456,288,Normal
C-102082,L-101,19.559,19.606,24.199,31.077,50.0,0.00195,0.06379,0.09552,0,336,168,Normal
C-102083,L-112,18.669,19.407,26.11,36.084,50.0,0.03077,0.0931,0.13853,0,240,72,Warning
C-102084,L-103,20.048,20.235,24.727,30.195,50.0,0.00783,0.06239,0.07594,0,360,192,Normal
C-102085,L-112,19.325,20.306,22.582,25.672,50.0,0.04088,0.03161,0.04292,0,504,336,Normal
C-102086,L-115,20.126,21.021,22.576,26.397,50.0,0.03728,0.0216,0.05307,0,504,336,Normal
C-102087,L-116,22.475,23.312,27.545,36.351,50.0,0.03488,0.0588,0.1223,0,264,96,Warning
C-102088,L-104,19.044,19.199,21.524,25.652,50.0,0.00643,0.0323,0.05733,0,480,312,Normal
C-102089,L-118,19.014,19.817,23.003,27.089,50.0,0.03344,0.04426,0.05674,0,432,264,Normal
C-102090,L-107,21.013,21.208,23.675,27.667,50.0,0.0081,0.03426,0.05544,0,480,312,Normal
C-102091,L-110,18.856,18.643,22.5,26.902,50.0,-0.00887,0.05357,0.06113,0,408,240,Normal
C-102092,L-119,19.262,19.725,23.197,26.735,50.0,0.01932,0.04822,0.04914,0,456,288,Normal
C-102093,L-112,21.716,21.792,25.54,30.018,50.0,0.00321,0.05204,0.0622,0,408,240,Normal
C-102094,L-117,20.294,21.143,26.55,36.393,50.0,0.03535,0.0751,0.13671,0,264,96,Warning
C-102095,L-102,18.32,18.487,20.765,24.413,50.0,0.00696,0.03164,0.05066,0,504,336,Normal
C-102096,L-117,18.641,18.581,20.725,24.071,50.0,-0.00252,0.02978,0.04648,0,480,312,Normal
C-102097,L-119,19.891,20.104,22.738,26.076,50.0,0.00885,0.03659,0.04637,0,456,288,Normal
C-102098,L-103,20.573,21.831,25.678,31.476,50.0,0.05244,0.05342,0.08053,0,336,168,Normal
C-102099,L-118,17.8,18.149,20.482,25.224,50.0,0.01457,0.0324,0.06586,0,408,240,Normal
C-102100,L-112,18.579,18.689,20.867,24.276,50.0,0.00458,0.03024,0.04734,0,480,312,Normal
C-102101,L-102,20.247,20.336,21.748,25.028,50.0,0.00367,0.01962,0.04555,0,504,336,Normal
C-102102,L-115,21.097,21.515,26.76,34.447,50.0,0.01741,0.07285,0.10677,0,288,120,Normal
C-102103,L-108,18.818,19.161,22.081,26.302,50.0,0.01428,0.04056,0.05863,0,408,240,Normal
C-102104,L-105,19.869,20.719,23.387,29.092,50.0,0.03542,0.03706,0.07923,0,384,216,Normal
C-102105,L-118,18.296,19.099,22.285,26.158,50.0,0.03348,0.04424,0.0538,0,432,264,Normal
C-102106,L-106,18.467,19.79,26.456,35.975,50.0,0.05514,0.09258,0.13221,0,240,72,Warning
C-102107,L-112,17.611,18.337,25.143,35.683,50.0,0.03023,0.09453,0.14639,0,240,72,Warning
C-102108,L-107,20.172,20.609,22.926,26.126,50.0,0.01821,0.03217,0.04444,0,504,336,Normal
C-102109,L-107,17.688,18.974,25.23,36.666,50.0,0.05356,0.08689,0.15884,0,240,72,Warning
C-102110,L-112,17.64,18.275,20.655,24.071,50.0,0.02644,0.03305,0.04744,0,456,288,Normal
C-102111,L-108,19.872,19.859,22.443,25.078,50.0,-0.00058,0.03589,0.03661,0,504,336,Normal
C-102112,L-111,19.393,19.6,24.323,29.88,50.0,0.00863,0.0656,0.07718,0,336,168,Normal
C-102113,L-114,23.123,23.288,26.431,31.9,50.0,0.0069,0.04365,0.07596,0,360,192,Normal
C-102114,L-111,19.706,19.578,21.533,25.192,50.0,-0.00533,0.02715,0.05082,0,480,312,Normal
C-102115,L-114,19.791,21.152,23.064,27.754,50.0,0.05674,0.02655,0.06514,0,408,240,Normal
C-102116,L-117,22.786,22.685,26.097,31.639,50.0,-0.00421,0.04738,0.07698,0,408,240,Normal
C-102117,L-103,20.751,21.37,23.364,26.8,50.0,0.02577,0.0277,0.04772,0,504,336,Normal
C-102118,L-103,20.382,20.75,23.1,26.978,50.0,0.01536,0.03263,0.05387,0,480,312,Normal
C-102119,L-109,20.348,20.649,24.306,29.545,50.0,0.01253,0.0508,0.07277,0,384,216,Normal
C-102120,L-115,18.222,18.011,20.766,25.333,50.0,-0.00878,0.03826,0.06343,0,480,312,Normal
C-102121,L-117,19.739,21.046,26.352,35.853,50.0,0.05447,0.0737,0.13195,0,288,120,Normal
C-102122,L-110,20.331,21.024,24.956,31.37,50.0,0.02885,0.05461,0.08908,0,336,168,Normal
C-102123,L-117,21.5,21.568,23.907,26.986,50.0,0.00283,0.03248,0.04277,0,504,336,Normal
C-102124,L-104,16.65,16.781,19.546,22.395,50.0,0.00544,0.03841,0.03957,0,480,312,Normal
C-102125,L-114,17.69,17.616,19.262,22.858,50.0,-0.0031,0.02286,0.04995,0,480,312,Normal
C-102126,L-114,19.215,19.363,21.885,25.796,50.0,0.00614,0.03503,0.05432,0,456,288,Normal
C-102127,L-117,20.7,21.46,23.621,27.63,50.0,0.03165,0.03002,0.05568,0,456,288,Normal
C-102128,L-101,18.175,19.341,20.827,25.672,50.0,0.0486,0.02064,0.06729,0,432,264,Normal
C-102129,L-114,20.032,19.945,23.035,27.784,50.0,-0.00364,0.04292,0.06596,0,432,264,Normal
C-102130,L-111,19.323,18.706,21.093,24.82,50.0,-0.0257,0.03314,0.05177,0,480,312,Normal
C-102131,L-117,19.154,19.85,22.72,29.219,50.0,0.02902,0.03985,0.09027,0,336,168,Normal
C-102132,L-117,20.919,21.675,24.718,28.16,50.0,0.03149,0.04227,0.04779,0,432,264,Normal
C-102133,L-108,19.545,20.253,26.994,37.789,50.0,0.02948,0.09363,0.14993,0,240,72,Warning
C-102134,L-112,19.725,20.116,21.646,25.008,50.0,0.01628,0.02124,0.0467,0,480,312,Normal
C-102135,L-102,17.684,18.114,22.847,28.857,50.0,0.01792,0.06573,0.08348,0,312,144,Normal
C-102136,L-103,20.928,21.631,24.265,28.714,50.0,0.02926,0.03659,0.06178,0,456,288,Normal
C-102137,L-102,17.548,17.812,22.054,27.526,50.0,0.01098,0.05892,0.07601,0,384,216,Normal
C-102138,L-113,18.595,18.891,21.624,25.149,50.0,0.01236,0.03795,0.04897,0,480,312,Normal
C-102139,L-112,18.296,18.728,22.115,27.082,50.0,0.01802,0.04703,0.06899,0,408,240,Normal
C-102140,L-119,17.443,17.852,23.405,34.308,50.0,0.01707,0.07711,0.15144,0,240,72,Warning
C-102141,L-101,19.827,19.498,23.258,28.602,50.0,-0.01369,0.05222,0.07421,0,360,192,Normal
C-102142,L-117,19.344,20.284,23.778,30.307,50.0,0.03915,0.04853,0.09069,0,312,144,Normal
C-102143,L-117,18.585,18.722,20.958,24.911,50.0,0.00572,0.03105,0.05491,0,480,312,Normal
C-102144,L-104,17.913,18.72,21.373,26.866,50.0,0.0336,0.03684,0.0763,0,384,216,Normal
C-102145,L-104,21.249,22.308,25.925,33.091,50.0,0.0441,0.05024,0.09952,0,312,144,Normal
C-102146,L-117,19.718,20.886,26.688,37.682,50.0,0.04871,0.08058,0.15269,0,240,72,Warning
C-102147,L-117,16.637,16.708,18.724,22.278,50.0,0.00299,0.02799,0.04937,0,480,312,Normal
C-102148,L-117,18.905,20.36,26.757,38.057,50.0,0.06061,0.08884,0.15695,0,240,72,Warning
C-102149,L-108,17.821,19.469,24.41,30.693,50.0,0.06867,0.06863,0.08726,0,312,144,Normal
C-102150,L-117,17.378,18.004,23.813,32.966,50.0,0.02605,0.08069,0.12712,0,264,96,Warning
C-102151,L-103,20.832,21.074,24.821,30.735,50.0,0.01009,0.05205,0.08213,0,360,192,Normal
C-102152,L-120,20.636,20.323,23.614,27.555,50.0,-0.01305,0.04571,0.05474,0,432,264,Normal
C-102153,L-108,21.379,21.986,24.096,27.508,50.0,0.02528,0.02931,0.04739,0,504,336,Normal
C-102154,L-104,18.531,19.598,23.48,28.958,50.0,0.04446,0.05391,0.07608,0,360,192,Normal
C-102155,L-101,20.994,21.29,25.481,31.736,50.0,0.01233,0.05821,0.08686,0,336,168,Normal
C-102156,L-115,19.444,20.052,23.386,29.74,50.0,0.02532,0.04631,0.08825,0,360,192,Normal
C-102157,L-105,17.702,18.418,21.307,27.866,50.0,0.02986,0.04012,0.0911,0,336,168,Normal
C-102158,L-101,19.639,19.573,22.248,27.158,50.0,-0.00274,0.03715,0.0682,0,432,264,Normal
C-102159,L-103,18.338,18.934,24.866,34.135,50.0,0.02481,0.08239,0.12874,0,264,96,Warning
C-102160,L-109,22.001,22.723,24.555,28.612,50.0,0.03009,0.02545,0.05635,0,480,312,Normal
C-102161,L-120,18.803,18.907,21.185,25.268,50.0,0.00436,0.03163,0.05671,0,480,312,Normal
C-102162,L-112,19.718,21.08,25.099,32.272,50.0,0.05674,0.05581,0.09963,0,312,144,Normal
C-102163,L-109,18.367,18.665,22.292,27.178,50.0,0.01243,0.05037,0.06786,0,384,216,Normal
C-102164,L-111,21.693,21.944,26.775,33.058,50.0,0.01045,0.0671,0.08727,0,336,168,Normal
C-102165,L-111,21.805,21.763,24.874,29.355,50.0,-0.00179,0.04322,0.06224,0,384,216,Normal
C-102166,L-104,21.438,22.636,27.772,35.219,50.0,0.04989,0.07134,0.10343,0,264,96,Warning
C-102167,L-102,20.921,21.069,25.671,33.449,50.0,0.00614,0.06392,0.10803,0,312,144,Normal
C-102168,L-104,21.256,21.381,25.177,31.473,50.0,0.00524,0.05272,0.08744,0,336,168,Normal
C-102169,L-102,21.708,22.493,25.169,29.474,50.0,0.03271,0.03717,0.05979,0,408,240,Normal
C-102170,L-115,17.099,18.115,23.652,32.517,50.0,0.04232,0.0769,0.12313,0,288,120,Normal
C-102171,L-113,19.474,20.214,22.647,26.379,50.0,0.03083,0.03378,0.05183,0,456,288,Normal
C-102172,L-115,18.299,19.001,24.248,32.354,50.0,0.02928,0.07287,0.11258,0,288,120,Normal
C-102173,L-107,20.207,20.973,26.45,32.41,50.0,0.03194,0.07606,0.08279,0,288,120,Normal
C-102174,L-111,15.188,16.365,21.829,30.937,50.0,0.04904,0.07588,0.12651,0,264,96,Warning
C-102175,L-106,21.27,21.09,23.735,28.215,50.0,-0.00753,0.03674,0.06222,0,408,240,Normal
C-102176,L-113,24.189,24.229,27.337,31.875,50.0,0.00166,0.04318,0.06302,0,408,240,Normal
C-102177,L-104,20.878,20.539,23.362,27.779,50.0,-0.01413,0.03921,0.06135,0,384,216,Normal
C-102178,L-102,17.581,19.414,23.126,30.503,50.0,0.07641,0.05155,0.10245,0,312,144,Normal
C-102179,L-116,14.699,15.277,22.619,33.459,50.0,0.02407,0.10198,0.15056,0,240,72,Warning
C-102180,L-105,20.958,21.861,24.151,29.714,50.0,0.0376,0.03181,0.07726,0,384,216,Normal
C-102181,L-119,20.287,20.616,23.047,27.692,50.0,0.01369,0.03376,0.06452,0,432,264,Normal
C-102182,L-106,23.957,23.653,26.51,30.288,50.0,-0.01269,0.03968,0.05247,0,456,288,Normal
C-102183,L-108,18.528,20.271,23.806,30.254,50.0,0.07262,0.0491,0.08955,0,312,144,Normal
C-102184,L-116,21.257,22.719,29.989,40.915,50.0,0.06094,0.10097,0.15175,0,240,72,Warning
C-102185,L-108,19.744,20.51,23.865,29.716,50.0,0.03191,0.0466,0.08127,0,336,168,Normal
C-102186,L-105,21.642,22.02,25.278,30.715,50.0,0.01574,0.04525,0.07551,0,384,216,Normal
C-102187,L-106,19.006,20.025,24.589,31.41,50.0,0.04247,0.06338,0.09474,0,312,144,Normal
C-102188,L-116,18.615,18.544,21.616,24.615,50.0,-0.00295,0.04267,0.04165,0,504,336,Normal
C-102189,L-104,19.244,20.266,26.924,39.332,50.0,0.04255,0.09248,0.17233,0,240,72,Warning
C-102190,L-110,17.504,18.132,21.322,25.211,50.0,0.02619,0.04431,0.05401,0,432,264,Normal
C-102191,L-107,16.938,16.84,21.31,26.498,50.0,-0.00408,0.06208,0.07204,0,360,192,Normal
C-102192,L-108,21.591,22.182,26.11,31.614,50.0,0.02462,0.05455,0.07645,0,360,192,Normal
C-102193,L-117,20.172,19.853,23.225,25.766,50.0,-0.01332,0.04683,0.03529,0,456,288,Normal
C-102194,L-113,18.161,17.866,21.394,25.938,50.0,-0.0123,0.049,0.06311,0,384,216,Normal
C-102195,L-102,21.216,21.805,23.658,27.034,50.0,0.02452,0.02575,0.04689,0,504,336,Normal
C-102196,L-114,21.528,21.671,24.331,29.291,50.0,0.00597,0.03694,0.06888,0,432,264,Normal
C-102197,L-117,19.405,20.048,25.755,34.563,50.0,0.02679,0.07926,0.12233,0,264,96,Warning
C-102198,L-114,21.693,22.638,27.169,34.883,50.0,0.03936,0.06294,0.10713,0,288,120,Normal
C-102199,L-102,18.702,19.067,24.127,32.959,50.0,0.01519,0.07028,0.12267,0,288,120,Normal
C-102200,L-111,18.33,19.173,22.471,27.02,50.0,0.03511,0.0458,0.06319,0,384,216,Normal
C-102201,L-111,17.446,17.61,20.155,23.733,50.0,0.00683,0.03534,0.0497,0,456,288,Normal
C-102202,L-101,20.301,20.318,23.015,28.195,50.0,0.00073,0.03745,0.07194,0,384,216,Normal
C-102203,L-116,20.158,20.527,25.208,33.253,50.0,0.0154,0.06501,0.11173,0,288,120,Normal
C-102204,L-103,19.885,19.526,22.603,25.888,50.0,-0.01498,0.04274,0.04562,0,480,312,Normal
C-102205,L-107,19.85,20.31,23.624,29.527,50.0,0.01917,0.04602,0.082,0,384,216,Normal
C-102206,L-107,20.219,20.448,23.499,27.696,50.0,0.00954,0.04237,0.05829,0,432,264,Normal
C-102207,L-118,17.1,17.037,19.284,22.504,50.0,-0.00261,0.0312,0.04473,0,504,336,Normal
C-102208,L-119,22.79,23.808,29.783,40.902,50.0,0.04241,0.08299,0.15443,0,240,72,Warning
C-102209,L-116,18.873,18.968,21.869,25.979,50.0,0.00395,0.04029,0.05709,0,456,288,Normal
C-102210,L-108,20.876,21.21,23.719,28.158,50.0,0.01393,0.03484,0.06165,0,432,264,Normal
C-102211,L-113,20.282,20.817,23.768,28.478,50.0,0.0223,0.04098,0.06541,0,432,264,Normal
C-102212,L-114,20.726,20.576,23.476,27.833,50.0,-0.00629,0.04028,0.06052,0,408,240,Normal
C-102213,L-108,20.918,21.526,24.148,28.215,50.0,0.02537,0.03641,0.05649,0,480,312,Normal
C-102214,L-106,20.107,21.222,27.041,38.459,50.0,0.04643,0.08083,0.15857,0,240,72,Warning
C-102215,L-103,17.876,17.738,20.682,23.481,50.0,-0.00577,0.04089,0.03887,0,504,336,Normal
C-102216,L-110,21.608,22.004,27.271,35.419,50.0,0.0165,0.07315,0.11316,0,288,120,Normal
C-102217,L-112,18.666,19.254,22.759,27.835,50.0,0.02453,0.04868,0.0705,0,360,192,Normal
C-102218,L-115,20.147,20.836,26.466,35.509,50.0,0.02873,0.07819,0.1256,0,264,96,Warning
C-102219,L-105,21.423,21.816,26.152,32.817,50.0,0.01639,0.06021,0.09257,0,312,144,Normal
C-102220,L-113,17.395,17.753,20.943,24.743,50.0,0.01493,0.0443,0.05278,0,408,240,Normal
C-102221,L-118,20.632,20.603,21.891,25.822,50.0,-0.00119,0.01789,0.05459,0,504,336,Normal
C-102222,L-116,15.929,16.895,23.775,34.171,50.0,0.04022,0.09556,0.14439,0,240,72,Warning
